Cust_Reviews,Brands,Polarity
Love it,samsung,1
The charging block that came with it is bad. I can't contact the seller but I really need a new block but I don't want to exchange the whole phone,samsung,0
I loved the crispiness of the display and keyboard. Smooth operating phone with little lag. Mainly use it to watch movies and TV. The dual sim is amazing due to my job. And the camera is clear. I dont know if it's the camera or display but it is amazing!,samsung,1
I like it,samsung,1
The fingerprint reader isn't quite what i hoped but whatever. The phone ovall is amazing and worth an investment if using for more than just personal reasons.,samsung,1
great just as i expected,samsung,1
very good,samsung,1
Great phone with excellent features and camera. Only thing to note when buying this phone is to purchase and install a screen protector immediately as screen scratches very very very easily,samsung,1
drop internet day phone cuz heard provider forever bought phone started weird stuff,Huawei,0
good phone horrible camera,Huawei,0
"Great phone, I recommend this for everyone.",samsung,1
"the box was damaged, open, fingerprints all over the place. not sure if the phone is new or used.",samsung,0
"reception is awful compared to my S7, amazon wouldnt take it back either , still has plastic on it. complete junk and waste of $1000",samsung,0
"Just few days since ordered and its worth the price! The only sad thing is that the box wasn't in brand new condition (Found white spots on the box, offset) and also there wasn't any plastic wrapped around the box! Rest Assured it's awesome!",samsung,0
Never bought an unlocked phone before this. It was so easy to Transfer everything from my old phone. Works perfect as I expect a brand new phone to work.,samsung,1
great phone!,samsung,1
"If you have virgin mobile, DO NOT BUY THIS! Was so disappointed when the sim card didnt work.",samsung,0
Finger print reader is very slow!,samsung,0
"Great phone so far. The fingerprint sensor is a little finicky, but not so bad that it really bothers me. All in all I'm happy with it.",samsung,1
"Great phone, great battery life, really glad I bought the unlocked version",samsung,1
"Great phone. It even came with a screen protector, which is a plus!",samsung,1
Excellent,samsung,1
Awesome,samsung,1
Just switch from apple and I loveeee my S10. What took me so long?!,samsung,1
"They advertised the phone with a gift card during the holidays. However, they charged the gift card separately. Aside that, the phone is great but beware of the ""promotional"" advertisements.",samsung,0
"This is my first android phone, and I happy with this phone",samsung,1
Bought this phone as a replacement for my S7. It has way more features than I'll ever use but that is why I like Samsungs over Apple products. Battery life lasts forever. It was worth it.,samsung,1
Works great as a phone but very delicate. Phones screen developed a crack in my pocket. Would not recommend unless you have the phone in a bulky otter box the entire time.,samsung,1
"Great phone the battery life isn't great but it charges up very fast, face unlock isn't that secure, and I have no problems with the in display fingerprint sensor.",samsung,1
"Don't have to mention about the phone, absolutely a great one. However, AT&T doesn't allow Wi-Fi calling on unlocked phones, which gave me some troubles in my home due to poor network coverage.",samsung,0
My Galaxy S10 is all I hoped it would be. It took some time to adjust to the differences from my earlier Samsung Galaxy but I'm very happy I made the change. It's fast and very reliable.,samsung,1
Good.,samsung,1
I have never experienced such a bright and adaptive resolution display. It supports 4K HDR video without any lag. Excellent phone and I got it at an excellent deal: Amazon Prime Day. Thank you amazon.,samsung,1
"Since face recognition also fails more than half, the phone is eventually opened with the pattern released. The worst is the battery. Empty in one day. Unbelievable.",samsung,0
Truly excellent phone. Samsung unlocked so it works on just about any carrier locally in the us or internationally. Very fast and snappy phone. Just what I needed for an upgrade.,samsung,1
Very beautiful and easy to use phone! Affordable on Monday! Used for a week without problems! Express delivery is fast!,samsung,1
"Overall, excellent. Have not verified proper operation of fingerprint reader, since the update.",samsung,1
"My wife likes this phone. Good camera, sleek design, long battery life",samsung,1
"Great deal, phone works perfectly.",samsung,1
Samsung just keeps getting better and better with every new phone. I'll be keeping this one for a long time,samsung,1
Definitely recommend changing out the screen protector but other than that the best phone I've ever owned !,samsung,1
I like the phone very much size is just right,samsung,1
"My phone arrived on time, and I have never had any issues with renewed items thus far! Let's hope it continues to stay that way.",samsung,1
I am SO happy with this phone!,samsung,1
"Just good, the fingerprint reader could be better",samsung,1
It was a great pic,samsung,1
received it... thanks appreciate,samsung,1
"It came with a screen protector on it. It's garbage. Invest in a new screen protector, it couldn't handle a 2-foot drop. Other than that, 10 outa 10. Awesome phone.",samsung,1
Finger print reader takes a little finesse but overall great product. Come in quickly and in perfect condition.,samsung,1
"Pretty fast response, screen resolution is also very good.
Few negatives are with respect low light camera and the auto focus feature.",samsung,1
This was easy to set up No problems,samsung,1
Having great camera features is key for me and great built in organization tools.,samsung,1
Upgraded from s9 to this phone. Worth it!,samsung,1
Overall i am pleased with this phone as compared to apple phones. I am done with apple,samsung,1
That phone feels like a 1000$ phone it is amazing the screen is just out of this world totally recomend it 👌,samsung,1
"Taking time to figure out how it works has been a challenge, easier access to instructions would be nicer .. Overall love my phone",samsung,1
"Great phone!
Only thing can improve is battery life and fingerprint sensor",samsung,1
Awesome phone,samsung,1
Not the best phone I have had; I much preferred the Galaxy S 8...,samsung,1
very good phone,samsung,1
Buy it you'll like it,samsung,1
Solid phone. Bloat wear is getting better. Theme suck compared to oxygen os on OnePlus,samsung,1
i had dead pixels after 2weeks of use. a hairline of dead pixels sized of diameter of a Dime on center of phone.,samsung,0
Got the unlocked phone for thanks giving .. it is awesome if you are a android fan.,samsung,1
"I am really satisfied with the product, but need to compromise with battery.",samsung,1
"Had a squiggly line, crack, at top of screen when received.",samsung,0
I did not like skeren was cerackt,samsung,0
The phone is in good condition but is not unlocked due to the fact that it does not read the metropcs or t-mobile SIM card,samsung,0
Battery life not what I thought,samsung,0
100% authentic,samsung,1
"The product arrived in good condition with all its accessories and invoice included, without casing, and with the damaged box (wet box)",samsung,0
"This is just what our daughter needs, being in college and all the phone has awesome features",samsung,1
Bought it on sale,samsung,1
"Great phone, came the snapdragon 855!",samsung,1
"Nice overall phone, great camera anda customization/software!!!",samsung,1
Best phone i have used,samsung,1
"Good phone, works great easy activation with verizon",samsung,1
I had no problem with the device and also with the shipment.,samsung,1
Phone came sealed in factory box with ear buds and charger and usb cable,samsung,1
good samsung,samsung,1
This product is great for the price I would recommend it good buy,samsung,1
Have use the phone for a mo th and it's a really good product.,samsung,1
I requested for replacement new one. I don’t know my status,samsung,0
Perfect phone. But I need to register the same finger a few times to let the device react better.,samsung,0
The fingerprint does not always respond as it should.,samsung,0
"Battery life, camera and price good.",samsung,1
Nice phone,samsung,1
Overall a good phone..,samsung,1
Loved the camera clarity and many other features,samsung,1
"Loads of storage, unbelievable photos and a battery that never quits.",samsung,1
Best performance,samsung,1
I love this phone! It has met all my expectations.,samsung,1
This product is so great. I love it a lot,samsung,1
Works great,samsung,1
It is Nice,samsung,1
Not much to dislike phone is awesome.,samsung,1
Happy buyer,samsung,1
Quality Product,samsung,1
Good,samsung,1
the table offer made the deal,samsung,1
Battery is good,samsung,1
Did not work with AT&T,samsung,0
Satisfied,samsung,1
fingerprint is not working very well,samsung,0
Best phone,samsung,1
Amazing phone,samsung,1
Works well,samsung,1
Got Defect product,samsung,0
Love it,samsung,1
Loving it,samsung,1
great phone,samsung,1
Yuh,samsung,1
Galaxy S10: Moving in the Wrong Direction!,samsung,0
Great phone with a couple of annoying things,samsung,0
Garbage phone,samsung,0
Lots of issues.,samsung,0
This is the best Samsung phone I've ever had,samsung,1
Best phone I ever had,samsung,1
Awesome Phone,samsung,1
I am having issues and Samsung is not helpful,samsung,0
Good all around phone with disappointing camera,samsung,0
I wanted to like it,samsung,1
Fragile glass front and back.,samsung,0
Good.,samsung,1
Bad battery/No WiFi calling,samsung,0
Phone is OK; Camera is False Advertising!,samsung,0
I really want to buy this but these reviews are scary!..,samsung,0
Same specs as huawei 350 bucks phone,samsung,1
"I can’t believe how horrible the fingerprint scanner is on this thing. During setup I had to push way too hard on the screen for it to register my fingerprint, and once set up it failed to recognize my fingerprint more than 50% of the time. I tried different fingers and tried re-registering them twice. Even tried a factory reset. Huge disappointment, had to return it. Getting the Note 9 instead since it’s $350 off.",samsung,0
"This is NOT the American version of the phone. This is the Europe Version. Which has different processors and is cheaper. The Europe version also doesn't come with an American warranty. Check the model number and google it make sure you received the correct model.
The American version and International version of the phone are both great phones. I don't like being charged for a more expensive phone and getting a cheaper one. I think it's extremely misleading.",samsung,0
"I travel all over the US and Europe and this phone works great. Sleek form, fit, and function-- A+. I purchased an armband for running/working out and the phone has had zero issues. Important note to all purchasing, the phone 'comes with a pre-installed screen protector' which is solid. My wife has long acrylic fingernails and was unable to peel it from the screen. Overall I'm satisfied with the phone upgrade (upgraded from an S7 Edge). My only issue is all my previous charging cables for the S7 are null, as the S10 has a different charging port requiring me to purchase new charging cables.",samsung,1
"Loveeee the phone. It's amazing without a doubt.
I really thought the S10 would be fine for my hand size....guess time to go for the +",samsung,1
"I upgraded from S9+ to S10. In general it is great smart phone. One of the great feature that the processor is super fast with downloading or surfing the web and very stable. However I have the following downsides on the S10: 1. The finger print recognision is not as easy or smooth to unlock the devise, S9 finger print is faster and more accurate. 2. Battery life in S9+ does last longer than the S10.",samsung,1
"My last phone was a Samsung On5 so it is taking me time to adjust and evaluate it. Some of the things are equally aggravating like touch control, not working when you want it to and sensitive when not wanting it to (and yes I know there is a touch control).
I HATE when products change things like icons, widgets, avatars or whatever new name they can assign them. Not only the picture, but color and even actions they designate. If they find the NEED for a change at least give me the option of keeping the old look so I don't have to spend needless time finding things. This applies to most computerized tech hardware and software. I am most reluctant to get new stuff because of this. I didn't buy a new phone for these silly changes. I bought a new phone for better storage, larger screen, better camera, voice recorder etc. Instead it appears I have to go to an app store to get one that came with a much cheaper phone. So larger memory is not as large as claimed. I spend half the time trying to figure out how to navigate the new product. This does NOT make me want to buy the next model. Sorry I have better things to do with my lifetime. For these reasons I am giving it only 3 stars.",samsung,1
Finally got an update to my wife's phone. She has been through 2 replacement batteries in the Note 4 and the screen was burned. It still worked but was getting pretty sluggish. She will only use Samsung and had planned on getting another Note but the Prime Day deal on the S10 was too good to pass up. She absolutely loves the phone! She takes a lot of pictures and the camera upgrade has been the best part of the upgrade. With a 256GB card she has plenty of space for all the photos she can take. The S10 has a data & app migration app that made it simple to move just what she wanted from the Note to the S10. She was even able to keep texts (which I assumed she would lose). A trip to a local AT&T store for a new SIM card and everything worked right off! Very pleased with this phone.,samsung,1
"Some will read this review and say, ""Okay, Boomer"", and that's fine since it fits me perfectly. I upgraded from an S6 to an S10, just because. The S6 was fine. The S10 is better. Most everything migrated fine from one phone to the other, using Samsung's app. A few things in ""Contacts"" didn't transfer, nor did a few things in ""Calendar"". Interestingly, birthdays made it to the new calendar, but appointments, vacations, concerts, etc., didn't. For those of us at a certain age, familiarity is nice. The S10 will allow you to make your home page and other app pages look like your old S series phone, which was a great comfort to me. The phone was advertised as having a much better battery - maybe not so much. It holds a charge for about a day, just like my old phone. It has a bunch of helpful settings the S6 didn't, and they were easy to understand and setup, even for the technology-challenged, like me. There was one amazing glitch, which has since been resolved. Crazy as it sounds, I could not answer an incoming call. Pressing the green phone button didn't work. Using the volume button didn't work (per Samsung's suggestion). Finally, while on an online chat with Samsung, a system upgrade downloaded. Guess what? I can now answer my phone - not with a ""press"", but a swipe (although a swipe didn't work b4 upgrade). Anyway, I like the new phone. It wasn't a necessity, and I can't call anyone I couldn't call with the old phone, but I enjoy it. I think you will, too.",samsung,1
New US model S10 at a great price!,samsung,1
"Great Phone, Snapdragon CPU",samsung,1
Steer clear con trick!,samsung,1
Samsung s10 good,samsung,1
Great Phone,samsung,1
S10 Is an Excellent Galaxy phone,samsung,1
Its a great phone.,samsung,1
Not worth it,samsung,0
Changed my mind!!! I love it!,samsung,1
Better than most,samsung,1
"Had been looking at this phone for a while but refused to pay the going price, then got a deal from Amazon when they had their Prime days. It's a really nice phone, replaced my LG V20 which is still a good phone but the Samsung is noticeably faster. I still prefer the size of my LG, wish now I had gotten the S10+ but I can live with this one. I always buy factory unlocked so I can use whatever SIM I want and no contracts. Currently using a Tracfone SIM in this one.",samsung,1
"I absolutely love the Galaxy S10! Only thing I wished was that it had a 5000 mah battery because battery life is okay. It's not bad but definitely could be improved. Power users will want to carry a external battery with them in order to use this phone at maximum potential ie having the screen bright, keeping it running at high performance without using power saving functions. Plus it comes with a screen protector. It's not the best one but I love that it came with one.",samsung,1
"I just got my phone yesterday so I'm just getting used to it. So far it is great. I love the camera. How fast it is. But the home ""button and back button "" aren't really buttons they are right under the keyboard so I end up hitting them all the time. Only drawback so far",samsung,1
"This is an excellent phone with a great screen and a headphone jack (the two things I care the most about). Coming from an S8, usage of this phone is familiar, though I'll admit that I preferred the finger print reader I had before (this one takes more tries to unlock). Overall, it's a pretty big step up, and a phone that I plan to hold onto for years (largely thanks to the disappearance of headphone jacks on flagship phones). Couldn't be happier with my choice of a phone.",samsung,1
"I hate the curved screen. There is color shift around the edge, and the screen is always registering touches from just holding the phone. Otherwise the phone is fine, but too thin to hold without a case. I like the speed of the S10 over the S7, but the form factor of the S7 better. I liked the removable battery in the S5.",samsung,0
Confirmed directly with Samsung that I received a US version phone. Popped our Tmobile sim chip in and worked right away. Great screen. Great camera,samsung,1
"Best phone by far, fingerprint reader was troublesome but just set the screen sensitivity higher then it works perfectly. Camera is excellent, wow battery life compared to my old s7 is phenomenal, no issues just a fast good looking phone with alot of features",samsung,1
"Awesome phone.
Just be sure that you know what you are buying. This is the international version of the phone which is a tiny bit slower than the US version which has a better processor in it. ( both phones are incredibly good though).",samsung,1
Just an fyi to anybody looking to use this phone with virgin moble this model is blocked. Had to move to sprint just to use this phone but whatever. Other than that love this phone! I had the s8 for almost 4 years and decided to upgrade and this one is perfect.,samsung,1
I ordered and was billed for a new Samsung Galaxy S 10. I received a new Samsung Galaxy S 9. Nope. Not closed enough. Returned it for a refund. i believe this time I'll just order it directly from Samsung.,samsung,0
Galaxy S10 is a great phone,samsung,1
Love the S10 with 128 GB,samsung,1
Fast and elegant next-generation phone,samsung,1
I love it,samsung,1
Awesome phone,samsung,1
Do not like Samsung UI,samsung,0
Ok,samsung,1
Legit unlocked phone,samsung,1
Perfect phone,samsung,1
My charger came broken,samsung,0
phone came with small scratch on bottom right side of screen but on good note came with some good head phones,samsung,1
"It was a little tricky to set up, but once it was set up, it was a great upgrade for me.",samsung,1
Great phone! The camera is so much better than my S8.,samsung,1
"Great phone, got the unlocked model and using it on AT&T no issues whats so ever! Would recommend!",samsung,1
The Galaxy S10 has brought back the joy and extended the usability of a smart phone in 2019.,samsung,1
It is what it is. Saved a couple hundred bucks on a Black Friday deal so I'm happy.,samsung,1
"This phone looks, and works like a new phone. I love factory unlocked phones, but they are affordable if they are used.
Like I said, it's as as good as a new phone, just a lot less expensive.",samsung,1
Came with scrapes on the screen and bubbling hopefully they are able to replace this defective one.,samsung,0
"So Far no complaints, it's working very nice.
I love it.",samsung,1
I'm not sure why I'm having the feeling that I received an open box product. It was only a sticker on the box and phone without any wrap inside. Am I missing something? Love the phone so far but seem I got jibbed.,samsung,0
"Been always iphone user, so trying something new, do far love it.....",samsung,1
"Love this phone, way better battery than my old one, huge upgrade",samsung,1
This phone is pretty good. I actually dont see much of a difference from the S9. I dont like the front camera on the screen.,samsung,0
I love my phone. No complains what so ever. Is everything that Samsung promised.,samsung,1
"Had a dent on the back of the phone but work perfectly, I can't complain for that price, easy to setup, work perfectly with metro",samsung,1
"Phone came, worked immediately plugged Verizon sim in and never looked back, been couple of weeks. Using phone to write this review.",samsung,1
Personal phone. Shoud have shopped around. Too expensive,samsung,0
"I am so happy with my new s10 samsung phone. Great seller, fast shipping and good price. Thank you.",samsung,1
"Beautiful display, fast response, great photos and videos, good battery life. Very happy with the overall performance of this phone.",samsung,1
I love this phone.,samsung,1
Great phone so far. Blazingly fast.,samsung,1
I got this as a good deal!!,samsung,1
Great phone,samsung,1
"Its a good phone. Not great but good. Going from the S7 to the S10 was quite change since the front physical button went away. I love the full screen but definitely miss my button. The fingerprint detector normally takes me a few times before it unlocks which is the only main frustration in my book. The second minor grump is sometimes when it is unlocked the screen looks as if its still locked so I continue to touch it before I notice that it is actually open and you just need to swipe to make it look open. Maybe they could change the blur to the app icons immediately when the fingerprint works?
The speaker is a huge improvement. Music and phone calls sound even more clear than with the S7. It also seems to have a much louder volume ability with apps such as spotify which was an issue with the S7. The camera(s) are a big improvement as well. Lots of photo options and even better pics in dim areas.
The processor speed is also noticeable. It opens apps and slides flawlessly. Very smooth operation and video is almost instant. I am pleased with the purchase and am hoping they can fix the few bugs mentioned before with software patches.",samsung,1
"Screen is gorgeous, phone is fast and responsive, cameras are great.
Here is the problem: the signal strength is piss poor. I never have full bars and the phone constantly drops calls and goes to roaming or no service. This apparently is a known issue (google s10 signal strength). Seriously, I can lay my phone without a case, right next to an s7 edge, both on sprint, and there is a 10% signal loss on the s10. Samsung gives me the run around. I wish I had never bought this phone. I’ll tell you this much, after using Samsung phones for over 10 years, I will never buy another one.",samsung,1
"I haven't owned a Samsung Galaxy since the S3--my last seven phones have been from Huawei or Xiaomi and before that from One Plus, Essential and Google (Nexus and Pixel). But after several years of using international unlocked phones I wanted to try an Android phone specifically meant for use in the United States again and since One Plus and Pixel phones are ludicrously overpriced Samsung ended up being pretty much the only choice.
The good:
The Galaxy S10+ features the latest generation Snapdragon 855 processor (in North America, China, and Japan--everybody else gets Samsung's inferior in-house Exynos processor instead) and plenty of RAM so it's fast and powerful.
The display is nice, both large and bright with excellent color. On paper, the display supports HDR+ allowing 4K content from Netflix to be viewed with the best color accuracy but when watching movies and television episodes on a 6.4-inch smartphone screen, I'm not sure how anyone can actually tell.
The ultrasonic fingerprint scanner and face unlock are fast (although I didn't test how secure either actually was).
The battery is large and should provide even heavy users who do lots of media streaming or gaming with a full day of power on a single charge.
Signal strength and call quality are excellent.
You even get a headphone jack and a slot for an external memory card, two features you almost never see these days on flagship smartphones. The Samsung Galaxy S10+ also runs Android Pie which is currently the latest version of Android.
The bad:
While Samsung used to have one of the best Android cameras they have fallen behind Chinese rivals Huawei and Xiaomi. The camera on the S10+ is solid and takes good enough pictures but as flagships go it doesn't measure up to the competition--particularly where low light shots are concerned. Samsung has been using the same camera sensor on its Galaxy line since the S7--that's four generations of Galaxy phones without an upgrade.
Samsung's current charging technology is almost painfully slow compared with Xiaomi and Huawei--particularly wireless charging which seems to take forever.
Bixby which was supposed to be Samsung's alternative to Google Assistant. I don't know even one person with a Samsung phone who actually uses Bixby but there's a dedicated Bixby button on the S10+. Samsung needs to either ditch the Bixby button entirely or make it easier to remap. The Xiaomi assistant button can be remapped to Google or Alexa in seconds. With Samsung you need to download a third-party app from the Play Store, have access to a computer, download ADB tools from Google or another website, enable the hidden Developer Options menu on your phone and allow USB Debugging, connect your phone to the computer, open a command prompt window and then type the necessary ADB commands--otherwise the Bixby button is always mapped to Bixby.
The Galaxy S10+ is less comfortable to hold than any phablet I've owned in recent memory--overall the size is virtually identical to the Xiaomi MI 9 but the S10+ feels awkward and the less than ergonomic button placement (power button very high on the right side with Bixby and volume buttons very high on the left) doesn't help. The Galaxy S10+ might be a little on the heavy side thanks to its large battery but a slightly more curved body and better button placement would have gone a long way towards making the S10+ more comfortable in the hand.
The speakers are loud-- the S10+ comes with a single bottom-firing speaker and a front-facing earpiece speaker that's also used to create a stereo effect--but they don't really sound very good even with Dolby Atmos to enhance the quality.
Samsung is terrible with software updates for its official US unlocked phones--right now it's August and their unlocked S10+ is still on the May security patch. In the US unlocked smartphones account for an extremely small percentage of the market so Samsung focuses their resources on software updates for carrier-branded models. Updates for Samsung's unlocked US phones come months after the carriers get them.
The rest:
The use of a punch hole in the display for the front-facing cameras (and earpiece speaker?) is something I have mixed feelings about. It does give Samsung bragging rights on paper about a higher screen to body ratio but in practical everyday use, the camera cutout is located far enough from the top of the display that you end up with an unusually thick screen-wasting taskbar when using apps not designed for fullscreen mode--and with fullscreen apps that have a light background the dark oval punchout is at least as distracting as a notch.
Samsung uses its own custom skin on top of Android called One UI. The overall software experience isn't bad and there are definitely some useful features that you won't find in stock Android. The problem is that Samsung throws in an over-abundance of features that can't be disabled even if you have no use for them so One UI ends up needlessly draining the battery. With more streamlined software S10+ owners could easily get two full days of normal use without a charge but One UI sucks up way too much power for that to happen.
Ultimately the biggest problem with the Galaxy S10+ is price--the Xiaomi MI 9 has the same Snapdragon 855 processor as the S10+, is every bit as fast, charges more quickly, takes better pictures, and offers both face-unlock and an in-screen fingerprint reader and overall build quality superior to phones from Google Pixel and OnePlus.
The Xiaomi MI 9 listed for $500 at launch but can currently be purchased for as little as $350 brand new. With the Galaxy S10+, you get a nicer display and bigger battery but is that worth an extra $400-$600?
There are two very large problems for smartphone consumers here in the United States:
1) Apple and Samsung have a virtual duopoly in the market here and account for roughly 70% of all phone sales in the United States, giving Apple and Samsung pretty much no incentive to innovate or lower prices.
2) 90% of consumers in the United States purchase phones through their carriers, giving our phone carriers the power to act as the gateway to US customers and eliminate anything resembling free-market competition.
In terms of innovation and price, the best Android phones in recent years have come from Xiaomi, Honor, and Huawei but none of those phones are on shelves here in the United States. That's allowed Samsung, Google Pixel and OnePlus to sell US consumers inferior phones at grossly inflated prices.
The Samsung Galaxy S10+ might currently be the best phone on the US market--it has significantly more premium build quality than phones from Google Pixel or Oneplus, it’s fast and powerful, has a big battery, a great display and lots of features. But in a market with better choices paying more than $700 for the Galaxy S10+ would be hard to justify.",samsung,1
"The phone is a miracle. Upgraded from an S6. Zero regrets. Most impressed with the dynamic range of the images and the phenomenal battery life.
Details that may be interest:
Some initial disappointment with the finger print reader WRT consistency. Finally I tried a third digit - middle finger (seriously). In doing the initial imprinting, I placed the distal flexion crease of the finger on the rim on the protective case and did all registration placements from that reference point. When I open with the fp reader, I place the crease on that rim of the case and just rock it forward onto the sweet spot for the ID. Works 95% on the first try.
The Armadillo Tek hefty case (which has prevented damage from several spills to the floor) happily does NOT prevent charging with the EP 3100 wireless Samsung charger. Works fine. But, charging the earbuds from the S10 thru this case does not work.
One final nit-pick. I am disappointed the S10 does not seem to offer the voice activated shutter release. I used that on the S6 and liked it.",samsung,0
"I mostly love the phone, but the Bixby button is a pain. Bixby is the samsung AI ""helper"", the button is in a place that is almost halfway on the phone. It gets bumped often and can not be turned off. Recently a tiny 21mb update would pop up at turn on and anytime the button was hit. I didn't have wifi access and it refused to update over the network until 2 weeks went by. I had to click yes or no to the update, it would tell me I needed to be over wifi, and I accepted, it let me leave screen. So the normal pain of 1 screen to back out of was 3.
On the issue of the stars for face recognition. If it was in my pocket or being held and locked it would often ""look"" for a face. It would often be hot, use the battery, only work with light, and constantly have a bright red light. It probably works great for some and bad for others",samsung,0
"If you want a baby sitter to tell you the screen is too bright, iff you want a babysitter to tell you the volume is too high. If you want a babysitter to tell you your accidentally touching the phone when you open it. if you want a babysitter to tell you you have bixby is not updated. If you want a babysitter this is your phone!!!!",samsung,1
I constantly get SIM card not detected notifications. My phone is not functional. For the flagship phone at the highest price out there this is ridiculous. I am not happy with the purchase of this phone and wish I would've kept my S8. This thing has all of the same issues and problems. And now I am getting the SIM card not detected notification which I have never received before on any of my Galaxy devices. This phone is not worth the price.,samsung,0
"I have owned and generally enjoyed Samsung phones in the past. For various reasons--actually not and kind of brand dissatisfaction--my last phone was a Sony Experia, which, unfortunately broke. Current Sony phones do not have headphone jacks, thus eliminating them as potential phones. I looked up the best phones and the Samsung Galaxy S10e came up. My girlfriend convinced me to buy the S10 instead and I feel I have made a great mistake. The design is horrible, the curve is not superfluous, but actually irritating. I also hate that the damned thing slides off of just about any surface. The worst Samsung--correction, worst PHONE--I have ever owned and I keep asking myself why I bought it. Save yourself and get a real phone.",samsung,0
"The battery stopped holding a charge at 3 months. Verizon told me they would warranty replace the phone. The chargers port started giving me problems after a month. While waiting for the replacement promised, I accidentally dropped it, cracking fragile glass corners on the back. NOW THEY WON'T HONOR WARRANTY! Finger print recognition doesn't work reliably. Cameras aren't that great. I'm very disappointed and frustrated with this phone.",samsung,0
"Got 2 from T-Mobile, both have all the same issues. Drops the network even when there's a strong signal. Signal is usually much weaker than other phones. Drops calls, doesn't ring when receiving calls, delayed text and voice messages (by hours sometimes), bluetooth connections are unreliable and don't work properly once connected, finger print reader works 1 out of 3 times. When you read on-line comments from actual users you find these are all very common problems. Battery life is great. The camera is very good. Too bad I thought I was buying a phone.",samsung,0
"Bought in July as part of Amazon Deals within 4 days. Received phone but waited almost 2 weeks to activate. Phone was getting bad reception. Reception switched from 3G, LTE, then no signal then would repeatedly repeat causing phone to discharge fast & to overheat. Got new SIM card. Was advised battery was getting too hot, and most likely was defective, for a brand new phone. Walked 50-60 feet from store after installation of new SIM, phone repeated reception issue. Requested a replacement from seller. Seller said they'd look for another. Returned and process shows they refunded purchase price but has over 6 for sale just like is advertised including this listing.",samsung,0
"Cool phone, just don't look at the screen the wrong way or it will crack. Forget if you bump it, it'll probably just injure you.
It does alot of things, aside from staying in one piece. This phone was designed to break by samsung so that you can pay 249 for a new screen. It's a scam. Only buy it if you plan on not using it in the real world. It will break, 100%.",samsung,0
"Easy for vendors to say what a great phone this is, but for a newbie it sucks ! There are way too many features, that only sometimes work, but then maybe I just got a bad phone! There are not many videos yet on this model,so you are pretty much on our own ! The phone does a really good job of interrupting what you are trying to do with lots of advertising. If you need a basic phone, don't bother with this phone !",samsung,0
"This phone sucks! So many issues including price that I dont know where to begin. I had a motto z and man do i miss it. The battery lasted longer because the screen sucks the life out. The screen also has lots of issues cant paste half the time, overall only reccomend for suckers that want to pay double.
.",samsung,0
The oem unlock feature is disabled in the settings on my phone,samsung,0
"Anyone has the right to buy whatever they want, u have to be sure of what u want..... I'm never disappointed with the galaxy Fam! (:",samsung,1
The One UI should be made optional Samsung S10,samsung,0
"Great phone, camera is awesome",samsung,1
"I have to admit. I was hesitant. I bought 2 as gifts but was prepared for the worst.
I could not be happier with the end result. I also read some reviews that the phones did not come with a fast charger. I ordered an additional fast charger and cable. Both phones arrived in new condition. New fast charger, new cable, sim card pin. I transferred the sim cards and they both work great. No issues. I will be buying all my future phones this way. Half the price of a new phone but all the benefits of a new phone.",samsung,0
"This phone came exactly how I expected it. It didnt have the original case (who cares), no headphones (I have a lot of those) it came with the wrong charger. The company offered to send the right one
They responded quickly and made corrected there mistake
The phone is flawless, no scratches, no problems, transferred my files easily from my galaxy s7.
Put my Att sim card with no issues.
Very, very happy with these guys",samsung,0
"I was reluctant to buy an unlocked phone, but so far I have no complaints. Phone came as described & looked brand new with no scratches or dents. I had no trouble setting it up once I got the right size SIM card. I use AT&T so I had to go into the store & buy a new one for $5 (since I didn't get the device from AT&T).
It's been about 3 weeks, & I have had no problems with it freezing or any kind of malfunctioning. I did notice that the price went down after I purchased, but prices fluctuate on Amazon a lot so it was poor timing on my part. Still a good deal on a like-new phone in my opinion.",samsung,1
Screen cracked wasn’t even a galaxy s9 it was some other junk & bad esn,samsung,0
