,Cust_Reviews,Brands,Polarity,Positive,Negative
1269,loveeee the phone its amaze without a doubt i really think the s10 would be fine for my hand sizeguess time to go for the,samsung,1,1,0
1270,i upgrade from s9 to s10 in general it be great smart phone one of the great feature that the processor be super fast with download or surf the web and very stable however i have the follow downsides on the s10 1 the finger print recognision be not as easy or smooth to unlock the devise s9 finger print be faster and more accurate 2 battery life in s9 do last longer than the s10,samsung,1,1,0
1271,my last phone be a samsung on5 so it be take me time to adjust and evaluate it some of the things be equally aggravate like touch control not work when you want it to and sensitive when not want it to and yes i know there be a touch control i hate when products change things like icons widgets avatars or whatever new name they can assign them not only the picture but color and even action they designate if they find the need for a change at least give me the option of keep the old look so i dont have to spend needle time find things this apply to most computerize tech hardware and software i be most reluctant to get new stuff because of this i didnt buy a new phone for these silly change i buy a new phone for better storage larger screen better camera voice recorder etc instead it appear i have to go to an app store to get one that come with a much cheaper phone so larger memory be not as large as claim i spend half the time try to figure out how to navigate the new product this do not make me want to buy the next model sorry i have better things to do with my lifetime for these reason i be give it only 3 star,samsung,1,1,0
1272,finally get an update to my wifes phone she have be through 2 replacement batteries in the note 4 and the screen be burn it still work but be get pretty sluggish she will only use samsung and have plan on get another note but the prime day deal on the s10 be too good to pass up she absolutely love the phone she take a lot of picture and the camera upgrade have be the best part of the upgrade with a 256gb card she have plenty of space for all the photos she can take the s10 have a data app migration app that make it simple to move just what she want from the note to the s10 she be even able to keep texts which i assume she would lose a trip to a local att store for a new sim card and everything work right off very please with this phone,samsung,1,1,0
1273,some will read this review and say okay boomer and thats fine since it fit me perfectly i upgrade from an s6 to an s10 just because the s6 be fine the s10 be better most everything migrate fine from one phone to the other use samsungs app a few things in contact didnt transfer nor do a few things in calendar interestingly birthdays make it to the new calendar but appointments vacation concert etc didnt for those of us at a certain age familiarity be nice the s10 will allow you to make your home page and other app page look like your old s series phone which be a great comfort to me the phone be advertise as have a much better battery maybe not so much it hold a charge for about a day just like my old phone it have a bunch of helpful settings the s6 didnt and they be easy to understand and setup even for the technologychallenged like me there be one amaze glitch which have since be resolve crazy as it sound i could not answer an incoming call press the green phone button didnt work use the volume button didnt work per samsungs suggestion finally while on an online chat with samsung a system upgrade download guess what i can now answer my phone not with a press but a swipe although a swipe didnt work b4 upgrade anyway i like the new phone it wasnt a necessity and i cant call anyone i couldnt call with the old phone but i enjoy it i think you will too,samsung,1,1,0
1274,new us model s10 at a great price,samsung,1,1,0
1275,great phone snapdragon cpu,samsung,1,1,0
1276,steer clear con trick,samsung,1,1,0
1277,samsung s10 good,samsung,1,1,0
1278,great phone,samsung,1,1,0
1279,s10 be an excellent galaxy phone,samsung,1,1,0
1280,its a great phone,samsung,1,1,0
1281,not worth it,samsung,0,0,1
1282,change my mind i love it,samsung,1,1,0
1283,better than most,samsung,1,1,0
1284,have be look at this phone for a while but refuse to pay the go price then get a deal from amazon when they have their prime days its a really nice phone replace my lg v20 which be still a good phone but the samsung be noticeably faster i still prefer the size of my lg wish now i have get the s10 but i can live with this one i always buy factory unlock so i can use whatever sim i want and no contract currently use a tracfone sim in this one,samsung,1,1,0
1285,i absolutely love the galaxy s10 only thing i wish be that it have a 5000 mah battery because battery life be okay its not bad but definitely could be improve power users will want to carry a external battery with them in order to use this phone at maximum potential ie have the screen bright keep it run at high performance without use power save function plus it come with a screen protector its not the best one but i love that it come with one,samsung,1,1,0
1286,i just get my phone yesterday so im just get use to it so far it be great i love the camera how fast it be but the home button and back button arent really button they be right under the keyboard so i end up hit them all the time only drawback so far,samsung,1,1,0
1287,this be an excellent phone with a great screen and a headphone jack the two things i care the most about come from an s8 usage of this phone be familiar though ill admit that i prefer the finger print reader i have before this one take more try to unlock overall its a pretty big step up and a phone that i plan to hold onto for years largely thank to the disappearance of headphone jack on flagship phone couldnt be happier with my choice of a phone,samsung,1,1,0
1288,i hate the curve screen there be color shift around the edge and the screen be always register touch from just hold the phone otherwise the phone be fine but too thin to hold without a case i like the speed of the s10 over the s7 but the form factor of the s7 better i like the removable battery in the s5,samsung,0,0,1
1289,confirm directly with samsung that i receive a us version phone pop our tmobile sim chip in and work right away great screen great camera,samsung,1,1,0
1290,best phone by far fingerprint reader be troublesome but just set the screen sensitivity higher then it work perfectly camera be excellent wow battery life compare to my old s7 be phenomenal no issue just a fast good look phone with alot of feature,samsung,1,1,0
1291,awesome phone just be sure that you know what you be buy this be the international version of the phone which be a tiny bite slower than the us version which have a better processor in it both phone be incredibly good though,samsung,1,1,0
1292,just an fyi to anybody look to use this phone with virgin moble this model be block have to move to sprint just to use this phone but whatever other than that love this phone i have the s8 for almost 4 years and decide to upgrade and this one be perfect,samsung,1,1,0
1293,i order and be bill for a new samsung galaxy s 10 i receive a new samsung galaxy s 9 nope not close enough return it for a refund i believe this time ill just order it directly from samsung,samsung,0,0,1
1294,galaxy s10 be a great phone,samsung,1,1,0
1295,love the s10 with 128 gb,samsung,1,1,0
1296,fast and elegant nextgeneration phone,samsung,1,1,0
1297,i love it,samsung,1,1,0
1298,awesome phone,samsung,1,1,0
1299,do not like samsung ui,samsung,0,0,1
1300,ok,samsung,1,1,0
1301,legit unlock phone,samsung,1,1,0
1302,perfect phone,samsung,1,1,0
1303,my charger come break,samsung,0,0,1
1304,phone come with small scratch on bottom right side of screen but on good note come with some good head phone,samsung,1,1,0
1305,it be a little tricky to set up but once it be set up it be a great upgrade for me,samsung,1,1,0
1306,great phone the camera be so much better than my s8,samsung,1,1,0
1307,great phone get the unlock model and use it on att no issue whats so ever would recommend,samsung,1,1,0
1308,the galaxy s10 have bring back the joy and extend the usability of a smart phone in 2019,samsung,1,1,0
1309,it be what it be save a couple hundred buck on a black friday deal so im happy,samsung,1,1,0
1310,this phone look and work like a new phone i love factory unlock phone but they be affordable if they be use like i say its as as good as a new phone just a lot less expensive,samsung,1,1,0
1311,come with scrap on the screen and bubble hopefully they be able to replace this defective one,samsung,0,0,1
1312,so far no complaints its work very nice i love it,samsung,1,1,0
1313,im not sure why im have the feel that i receive an open box product it be only a sticker on the box and phone without any wrap inside be i miss something love the phone so far but seem i get jib,samsung,0,0,1
1314,be always iphone user so try something new do far love it,samsung,1,1,0
1315,love this phone way better battery than my old one huge upgrade,samsung,1,1,0
1316,this phone be pretty good i actually dont see much of a difference from the s9 i dont like the front camera on the screen,samsung,0,0,1
1317,i love my phone no complain what so ever be everything that samsung promise,samsung,1,1,0
1318,have a dent on the back of the phone but work perfectly i cant complain for that price easy to setup work perfectly with metro,samsung,1,1,0
1319,phone come work immediately plug verizon sim in and never look back be couple of weeks use phone to write this review,samsung,1,1,0
1320,personal phone shoud have shop around too expensive,samsung,0,0,1
1321,i be so happy with my new s10 samsung phone great seller fast ship and good price thank you,samsung,1,1,0
1322,beautiful display fast response great photos and videos good battery life very happy with the overall performance of this phone,samsung,1,1,0
1323,i love this phone,samsung,1,1,0
1324,great phone so far blazingly fast,samsung,1,1,0
1325,i get this as a good deal,samsung,1,1,0
1326,great phone,samsung,1,1,0
1327,its a good phone not great but good go from the s7 to the s10 be quite change since the front physical button go away i love the full screen but definitely miss my button the fingerprint detector normally take me a few time before it unlock which be the only main frustration in my book the second minor grump be sometimes when it be unlock the screen look as if its still lock so i continue to touch it before i notice that it be actually open and you just need to swipe to make it look open maybe they could change the blur to the app icons immediately when the fingerprint work the speaker be a huge improvement music and phone call sound even more clear than with the s7 it also seem to have a much louder volume ability with apps such as spotify which be an issue with the s7 the cameras be a big improvement as well lot of photo options and even better pics in dim areas the processor speed be also noticeable it open apps and slide flawlessly very smooth operation and video be almost instant i be please with the purchase and be hop they can fix the few bug mention before with software patch,samsung,1,1,0
1328,screen be gorgeous phone be fast and responsive cameras be great here be the problem the signal strength be piss poor i never have full bar and the phone constantly drop call and go to roam or no service this apparently be a know issue google s10 signal strength seriously i can lay my phone without a case right next to an s7 edge both on sprint and there be a 10 signal loss on the s10 samsung give me the run around i wish i have never buy this phone i ll tell you this much after use samsung phone for over 10 years i will never buy another one,samsung,1,1,0
1329,i havent own a samsung galaxy since the s3my last seven phone have be from huawei or xiaomi and before that from one plus essential and google nexus and pixel but after several years of use international unlock phone i want to try an android phone specifically mean for use in the unite state again and since one plus and pixel phone be ludicrously overprice samsung end up be pretty much the only choice the good the galaxy s10 feature the latest generation snapdragon 855 processor in north america china and japaneverybody else get samsungs inferior inhouse exynos processor instead and plenty of ram so its fast and powerful the display be nice both large and bright with excellent color on paper the display support hdr allow 4k content from netflix to be view with the best color accuracy but when watch movies and television episodes on a 64inch smartphone screen im not sure how anyone can actually tell the ultrasonic fingerprint scanner and face unlock be fast although i didnt test how secure either actually be the battery be large and should provide even heavy users who do lot of media stream or game with a full day of power on a single charge signal strength and call quality be excellent you even get a headphone jack and a slot for an external memory card two feature you almost never see these days on flagship smartphones the samsung galaxy s10 also run android pie which be currently the latest version of android the bad while samsung use to have one of the best android cameras they have fall behind chinese rival huawei and xiaomi the camera on the s10 be solid and take good enough picture but as flagships go it doesnt measure up to the competitionparticularly where low light shots be concern samsung have be use the same camera sensor on its galaxy line since the s7thats four generations of galaxy phone without an upgrade samsungs current charge technology be almost painfully slow compare with xiaomi and huaweiparticularly wireless charge which seem to take forever bixby which be suppose to be samsungs alternative to google assistant i dont know even one person with a samsung phone who actually use bixby but theres a dedicate bixby button on the s10 samsung need to either ditch the bixby button entirely or make it easier to remap the xiaomi assistant button can be remapped to google or alexa in second with samsung you need to download a thirdparty app from the play store have access to a computer download adb tool from google or another website enable the hide developer options menu on your phone and allow usb debug connect your phone to the computer open a command prompt window and then type the necessary adb commandsotherwise the bixby button be always map to bixby the galaxy s10 be less comfortable to hold than any phablet ive own in recent memoryoverall the size be virtually identical to the xiaomi mi 9 but the s10 feel awkward and the less than ergonomic button placement power button very high on the right side with bixby and volume button very high on the leave doesnt help the galaxy s10 might be a little on the heavy side thank to its large battery but a slightly more curve body and better button placement would have go a long way towards make the s10 more comfortable in the hand the speakers be loud the s10 come with a single bottomfiring speaker and a frontfacing earpiece speaker thats also use to create a stereo effectbut they dont really sound very good even with dolby atmos to enhance the quality samsung be terrible with software update for its official us unlock phonesright now its august and their unlock s10 be still on the may security patch in the us unlock smartphones account for an extremely small percentage of the market so samsung focus their resources on software update for carrierbranded model update for samsungs unlock us phone come months after the carriers get them the rest the use of a punch hole in the display for the frontfacing cameras and earpiece speaker be something i have mix feel about it do give samsung brag right on paper about a higher screen to body ratio but in practical everyday use the camera cutout be locate far enough from the top of the display that you end up with an unusually thick screenwasting taskbar when use apps not design for fullscreen modeand with fullscreen apps that have a light background the dark oval punchout be at least as distract as a notch samsung use its own custom skin on top of android call one ui the overall software experience isnt bad and there be definitely some useful feature that you wont find in stock android the problem be that samsung throw in an overabundance of feature that cant be disable even if you have no use for them so one ui end up needlessly drain the battery with more streamline software s10 owners could easily get two full days of normal use without a charge but one ui suck up way too much power for that to happen ultimately the biggest problem with the galaxy s10 be pricethe xiaomi mi 9 have the same snapdragon 855 processor as the s10 be every bite as fast charge more quickly take better picture and offer both faceunlock and an inscreen fingerprint reader and overall build quality superior to phone from google pixel and oneplus the xiaomi mi 9 list for 500 at launch but can currently be purchase for as little as 350 brand new with the galaxy s10 you get a nicer display and bigger battery but be that worth an extra 400600 there be two very large problems for smartphone consumers here in the unite state 1 apple and samsung have a virtual duopoly in the market here and account for roughly 70 of all phone sales in the unite state give apple and samsung pretty much no incentive to innovate or lower price 2 90 of consumers in the unite state purchase phone through their carriers give our phone carriers the power to act as the gateway to us customers and eliminate anything resemble freemarket competition in term of innovation and price the best android phone in recent years have come from xiaomi honor and huawei but none of those phone be on shelve here in the unite state thats allow samsung google pixel and oneplus to sell us consumers inferior phone at grossly inflate price the samsung galaxy s10 might currently be the best phone on the us marketit have significantly more premium build quality than phone from google pixel or oneplus it s fast and powerful have a big battery a great display and lot of feature but in a market with better choices pay more than 700 for the galaxy s10 would be hard to justify,samsung,1,1,0
1330,the phone be a miracle upgrade from an s6 zero regret most impress with the dynamic range of the image and the phenomenal battery life detail that may be interest some initial disappointment with the finger print reader wrt consistency finally i try a third digit middle finger seriously in do the initial imprint i place the distal flexion crease of the finger on the rim on the protective case and do all registration placements from that reference point when i open with the fp reader i place the crease on that rim of the case and just rock it forward onto the sweet spot for the id work 95 on the first try the armadillo tek hefty case which have prevent damage from several spill to the floor happily do not prevent charge with the ep 3100 wireless samsung charger work fine but charge the earbuds from the s10 thru this case do not work one final nitpick i be disappoint the s10 do not seem to offer the voice activate shutter release i use that on the s6 and like it,samsung,0,0,1
1331,i mostly love the phone but the bixby button be a pain bixby be the samsung ai helper the button be in a place that be almost halfway on the phone it get bump often and can not be turn off recently a tiny 21mb update would pop up at turn on and anytime the button be hit i didnt have wifi access and it refuse to update over the network until 2 weeks go by i have to click yes or no to the update it would tell me i need to be over wifi and i accept it let me leave screen so the normal pain of 1 screen to back out of be 3 on the issue of the star for face recognition if it be in my pocket or be hold and lock it would often look for a face it would often be hot use the battery only work with light and constantly have a bright red light it probably work great for some and bad for others,samsung,0,0,1
1332,if you want a baby sitter to tell you the screen be too bright iff you want a babysitter to tell you the volume be too high if you want a babysitter to tell you your accidentally touch the phone when you open it if you want a babysitter to tell you you have bixby be not update if you want a babysitter this be your phone,samsung,1,1,0
1333,i constantly get sim card not detect notifications my phone be not functional for the flagship phone at the highest price out there this be ridiculous i be not happy with the purchase of this phone and wish i wouldve keep my s8 this thing have all of the same issue and problems and now i be get the sim card not detect notification which i have never receive before on any of my galaxy devices this phone be not worth the price,samsung,0,0,1
1334,i have own and generally enjoy samsung phone in the past for various reasonsactually not and kind of brand dissatisfactionmy last phone be a sony experia which unfortunately break current sony phone do not have headphone jack thus eliminate them as potential phone i look up the best phone and the samsung galaxy s10e come up my girlfriend convince me to buy the s10 instead and i feel i have make a great mistake the design be horrible the curve be not superfluous but actually irritate i also hate that the damn thing slide off of just about any surface the worst samsungcorrection worst phonei have ever own and i keep ask myself why i buy it save yourself and get a real phone,samsung,0,0,1
1335,the battery stop hold a charge at 3 months verizon tell me they would warranty replace the phone the chargers port start give me problems after a month while wait for the replacement promise i accidentally drop it crack fragile glass corner on the back now they wont honor warranty finger print recognition doesnt work reliably cameras arent that great im very disappoint and frustrate with this phone,samsung,0,0,1
1336,get 2 from tmobile both have all the same issue drop the network even when theres a strong signal signal be usually much weaker than other phone drop call doesnt ring when receive call delay text and voice message by hours sometimes bluetooth connections be unreliable and dont work properly once connect finger print reader work 1 out of 3 time when you read online comment from actual users you find these be all very common problems battery life be great the camera be very good too bad i think i be buy a phone,samsung,0,0,1
1337,buy in july as part of amazon deal within 4 days receive phone but wait almost 2 weeks to activate phone be get bad reception reception switch from 3g lte then no signal then would repeatedly repeat cause phone to discharge fast to overheat get new sim card be advise battery be get too hot and most likely be defective for a brand new phone walk 5060 feet from store after installation of new sim phone repeat reception issue request a replacement from seller seller say theyd look for another return and process show they refund purchase price but have over 6 for sale just like be advertise include this list,samsung,0,0,1
1338,cool phone just dont look at the screen the wrong way or it will crack forget if you bump it itll probably just injure you it do alot of things aside from stay in one piece this phone be design to break by samsung so that you can pay 249 for a new screen its a scam only buy it if you plan on not use it in the real world it will break 100,samsung,0,0,1
1339,easy for vendors to say what a great phone this be but for a newbie it suck there be way too many feature that only sometimes work but then maybe i just get a bad phone there be not many videos yet on this modelso you be pretty much on our own the phone do a really good job of interrupt what you be try to do with lot of advertise if you need a basic phone dont bother with this phone,samsung,0,0,1
1340,this phone suck so many issue include price that i dont know where to begin i have a motto z and man do i miss it the battery last longer because the screen suck the life out the screen also have lot of issue cant paste half the time overall only reccomend for suckers that want to pay double,samsung,0,0,1
1341,the oem unlock feature be disable in the settings on my phone,samsung,0,0,1
1342,anyone have the right to buy whatever they want u have to be sure of what u want im never disappoint with the galaxy fam,samsung,1,1,0
1343,the one ui should be make optional samsung s10,samsung,0,0,1
1344,great phone camera be awesome,samsung,1,1,0
1345,i have to admit i be hesitant i buy 2 as gift but be prepare for the worst i could not be happier with the end result i also read some review that the phone do not come with a fast charger i order an additional fast charger and cable both phone arrive in new condition new fast charger new cable sim card pin i transfer the sim card and they both work great no issue i will be buy all my future phone this way half the price of a new phone but all the benefit of a new phone,samsung,0,0,1
1346,this phone come exactly how i expect it it didnt have the original case who care no headphones i have a lot of those it come with the wrong charger the company offer to send the right one they respond quickly and make correct there mistake the phone be flawless no scratch no problems transfer my file easily from my galaxy s7 put my att sim card with no issue very very happy with these guy,samsung,0,0,1
1347,i be reluctant to buy an unlock phone but so far i have no complaints phone come as describe look brand new with no scratch or dent i have no trouble set it up once i get the right size sim card i use att so i have to go into the store buy a new one for 5 since i didnt get the device from att its be about 3 weeks i have have no problems with it freeze or any kind of malfunction i do notice that the price go down after i purchase but price fluctuate on amazon a lot so it be poor time on my part still a good deal on a likenew phone in my opinion,samsung,1,1,0
1348,screen crack wasn t even a galaxy s9 it be some other junk bad esn,samsung,0,0,1
1349,its only day one but so far the phone arrive less than a week after order not a single scuff or scratch and have the peelable plastic protector over the screen i already have att so this phone accept all my transfer with the smartswitch app with no problem after i figure to activate the sim and new imei number on my att account online then restart the phone go through the phone and put all my set the way i like them all go well delete or disable bloatware and apps ill never use this phone do not have a bunch of apps from another phone service so definitely att i never use wifi call have it turn off on my other phone this phone be tell me unable to set up wifi call call some 800 number i plan to but not important to me since i dont plan to be in a remote area or foreign country where i need to use wifi call i may update later so others know if wifi call actually work on this phone it be a refurbish phone i take my chance and will also update later as to if the phone crash or suck in any way the seller wirelessglobe have a good rat compare to others so glad i go this route he also have a 90 return policy like amazon and to top it off i even get the little key to open the simsd drawer no sew pin need and the phone be fully charge look like the curve temper glass i order will fit fine too accord to the generic case i already order so far worth the risk with this seller day 2 it have ask me to do a million update i be about to just turn notifications off for this but i do some read online on att and samsung website seem like you have to go through several update to get to the most recent one which so far be june 2019 under about phone software info the android 9 version should be there also the baseband version should match the second half of the build number i go through maybe 6 update to get to the june 2019 so far final update now im turn off update notifcations and leave it at that so i think im good if there be more issue i will just call samsung or att this be nerve wrack but so far so good still so the wifi call and the update be still concern but not terribly will update later still have 88 days to try the phone its be a month now wifi call if need be no problem just settings on the phone anyway phone work great no issue whatsoever so glad it work out everything be perfect amfilm glass screen protector for samsung s9 3d curve temper glass dot matrix with easy installation tray by techmatte work perfect with the phone thin and thick case friendly i be very satisfy with the whole experience update 3 months later love it no issue happy it work out for me 6 months later love the phone no issue here be a tip do not get a gsm phone and expect cdma phone to function properly and vice versa get a use or referbished phone only get one that already work on the phone service you want to use even if the seller say it work on all service it will only if it be a manufacturer unlock new phone learn about which service be gsm and which be cdma if its not clear or the rat be bad move on this seller be great,samsung,1,1,0
1350,ive use just about every smartphone os and be a longtime blackberry user until move to apple around 2012 i be able to play with every smartphone os for work and since android be hit or miss back then i settle for ios i decide to give android another try with the galaxy s9 yes i be also very skeptical about try a refurbish phone but give amazons gracious return policy i felt it be worth the risk my receive unit come in a plain white smartphone box and come with original samsung accessories new charger usb to usbc cable wire headphones and a usb to usbc adapter the phone itself be cover in plastic upon remove the plastic the phone look to be brand new zero scratch or ding on the screen perhaps a few superfine scratch on the back but hardly noticeable the phone come about 80 charge and power up with no issue disappointingly the phone come with the stock android 80 firmware while connect to wifi i didnt receive any update notifications which be annoy i put in my nanosim and again still no notifications to update a manual update didnt work either i start look to flash the appropriate android 9 image to the phone directly but after about 20 minutes i finally receive a notice to update sadly this be a linear process in total i probably do about 8 update a few 80 patch and then the large 90 update and then a few more 90 patch it seem with android os you cannot just upgrade to the latest android version lame that be say the phone have be work great with no issue there be some quirk about android 9 i dont like but then again there be a lot of feature to like positives s9 be still very fast device for 2019 gorgeous highresolution screen 570ppi faster charge compare to my iphone xs max very lightweight and a slim profile microsd slot accessories cost less spigen case for 13 can have 35 icons on a single page no need to swipe thru multiple page android apps seem more refine than apple apps and usually have more featuresoptions android os can be customize to users like negative a lot of useless samsung bloatware i dont need this crap fortunately it can mostly be hide or disable the speakers be not very loud even at full volume its hard to hear when drive around curve screen just dont like it i notice newer samsung phone be go back to flat screen yay sound setup in android os be a bite wonky include sound be pretty generic and lame need customization camera be good but android software be too busy need to consolidate settings for more simpler interface pro mode be very nice feature want ability to remove icon text label in android without have to use 3rd party utility,samsung,1,1,0
1351,it be good at first but then after a couple of weeks of you you will shut down out of nowhere,samsung,0,0,1
1352,literally money and worth it if only my sim tray wasnt stick pstoo afraid to use sharp object to pop open,samsung,0,0,1
1353,phone look good but its definitely not unlock im have to go through the unlock process with att and pray that they approve it its just blatant false advertise if i cant get it unlock they be get it return to them,samsung,0,0,1
1354,unit be way too small and keep freeze send it back,samsung,0,0,1
1355,while in general the phone be very nice i be extremely disappoint to realize that it do not support wifi call which i be count on have the fingerprint recognition seem pretty worthless it work a couple of time but usually say to press harder and then stop work at all i havent have it long enough to really to rate it on battery life i feel that the lack of wifi call should be prominently mention in the description,samsung,0,0,1
1356,phone be tie to verizon and not factory unlock,samsung,0,0,1
1357,galaxy s10 wowthis galaxy be all kinds of hot i think i be do with samsung forever after the s6 but this s10 get my attention have to get one really beautiful all around edge to edge screen that be truly superb the picture be crisp clear and vivid ui one 11 be clean and android pie 9 smooth fast and precise and load with tweak feature this phone be light my only nag be knox i forget about knox i hate knox and i hope maybe somthn have change i have own s1s6 and luved all but the s6 samsung ruin this model be the usa unlock for carrier but have lock bootloader so no root there be a uk version make in hong kong that have the snapdragon with bootloader that can be unlock im not sure if it have a warranty or not if u absolutely want root buy the international version with no usa warranty this usa version be not preloaded with all the carrier and garbage apps it have a few google but not really a big enough bother to me to want root id buy a s7 or s8 maybe s9 international to root but y spend for a phone brand new with no warranty,samsung,1,1,0
1358,ive have samsung phone for the past 8 years upgrade pretty much every other version this will be my last the hardware be fantastic screen be incredible camera be a huge upgrade but the samsung bloatware be now untenable some examples 1 i try to switch to google message but send message be lose as samsungs stock app do not save them in the same place to no new message app can get to your send message what do this look like when you enable google message which can work across many devices unlike samsung all you see be the stuff you receive nothing send 2 contact i try to switch to google contact but samsungs contact have control and i see nothing didnt even bother try to debug it 3 remove my samsung account i enable it think it would help big mistake ive be try to remove it for hours their website say its in the more menu but when i bring up my more menu their be no option to remove i give up and just fill a complaint with the eu data privacy team maybe they can do something 4 bixby be just horrible and they constantly push it you can enable google assistant but theres no way to just remove bixby and the bloatware around it my suggestion if you be look at this phone be to consider the pixel or some other phone without all the bloatware instead at this point samsung should do what they do best hardware thats why ive always like them its 100 clear that samsung engineer be incapable of develop even modestly decent software i do do research before i buy this but now release most of the positive review say samsung have fix their software be likely pay or endorse review,samsung,1,1,0
1359,this be a great phone the new phone be generally obscenely large especially for someone who use a belt holster this one be still large but slightly smaller than my s8 and big enough to do everything i need i love that the phone be unlock it mean that my carrier doesnt have its own software load on my phone so i get samsungs update much faster also i love the dark mode available on this phone it save a lot of battery life i know there be some great competitive phone out there but i love my samsung,samsung,1,1,0
1360,read so many review that it be the wrong model and no snapdragon processor but after the phone arrive i check the box and the model number they be right i then open the box check the software model number in settings check it with google and it be the 855 snapdragon model i have be use it with no problems yet,samsung,1,1,0
1361,phone be unlock after check battery life be great and do charge fast take excellent picture but slow motion video be terrible fingerprint doesnt work either no wifi call and no video call that im disappoint,samsung,0,0,1
1362,great phone overall with all the feature and great battery life but tricky to use with all the new feature sometimes the phone will not ring even though it isnt on vibrate or silent mode phone appear to not have the ability to do video phone call even when it be samsung phone to samsung phone think video call be a standard feature when call a samsung phone,samsung,0,0,1
1363,its be a great month i like all the trick it do battery usually last me till bedtime start at 645a and end at 11p and its only 20 so the smart battery definitely know whats do i use straighttalk and i have an s7 before so i be easily able to take out my old sim card from my old phone and put it in the new phone no problems with usage or data,samsung,1,1,0
1364,the phone i get be okay from the begin then go into a week with it it suddenly start have update after update after update non stop update restart over and over the battery life isnt even good it drop down 10 from full charge just do basic things on it idk probably gonna return,samsung,0,0,1
1365,if youre upgrade your phone from sg8 to sg10 the dex dock will work fine also no issue cricketwireless work perfectly in this phone the sg10 be a better phone compare to the sg8 in almost every way but if you dont play high graphics game the sg8 still a pretty good phone i upgrade because the price be right,samsung,1,1,0
1366,i like the phone except for one glare issue put the finger print scanner on the display make use a temper glass screen detector impossible to use have i know this i would have buy a different phone stupid design i will not be buy any future phone with the finger print scanner on the display,samsung,0,0,1
1367,love this phone its light narrow enuff for one hand my earbuds be on the way from samsung yes if you preordered you qualify for them its just a simple process you do through samsung app shop app registration be easyits fast phone only problem be my first one you could only add 8 apps to sd card turn out this one too be the same way samsung doesnt know why,samsung,1,1,0
1368,i previously give a low review due to screen fragility then realize i have the protective film on so now no more scratch the unit work great,samsung,1,1,0
1369,the model number on the box be not the same as the model number state on amazon amazon advertise model number match model number on samsung site i call samsung usa and they have no record of the model number of the phone i receive return phone and buy one from best buy same issue call samsung again and this time the rep state it be the same phone just a different model number it would help if the model on the box match the model in the product description,samsung,0,0,1
1370,this phone be purchase as a christmas gift for my husband we have verizon as our carrier and have absolutely no issue transfer data from his old s7 to the new s10 my husband love this phone he use his phone a lot for work and he have be impress by the longevity of the battery to get him through his work day he use to have to charge his s7 multiple time a day with the s10 he charge it overnight and the battery hold up throughout the day which be usually full of texts call email and web research i would highly recommend this phone its a great buy,samsung,1,1,0
1371,this phone be amazingly worth everything i have no complaints battery life be unbelievable i charge it at night when i go to bed wake up 7am out all day without have to charge it by the time i get home around 9pm its only on 40 30 thats with my bluetooth on 247 its a beautiful feel in ur hand i have no complaints its worth every dime love it and love it,samsung,1,1,0
1372,like the phone but the battery life be not even close to my last samsung a little disappoint,samsung,0,0,1
1373,love everything about samsung galaxy phone fast picture quality be great style my phone just the way i want it and much more battery life be ok wish it be better but for me its perfect its thicker than my previous s 8,samsung,1,1,0
1374,i just get this phone yesterday and so far it be an amaze phone great performance and beautiful screen upgrade from a galaxy s8 and so far id say that it a really good upgrade the fingerprint sensor in the screen be great and work well,samsung,1,1,0
1375,love the phone have many add feature like a heart rate monitor the great fingerprint sensor and have good animations apple be so limit to customizations and manage file compare to samsung the wifi call work and have a dark mode also it have a headphone jack and be pretty big,samsung,1,1,0
1376,ok im very short to the point to distinguish bw this and iphone become harder with this be the superior and iphone more real picture but in many case you need the tiny enhancement of samsung where real picture arent real at least what you want to see and you cant see it so ill definitely give the number 1 in every aspect for the sansungs s10 and especially the s10,samsung,1,1,0
1377,no earbud,samsung,0,0,1
1378,dislike the interface dislike the overall setup not good interface as iphone xs,samsung,0,0,1
1379,i can not review this product as i cancel order i do like my new note 10 its my best phone yet,samsung,1,1,0
1380,return for something half the price and way better everything,samsung,1,1,0
1381,item have scratch on screen phone wouldnt make or tecieve call send back,samsung,0,0,1
1382,well at least not through the standard phone app you will have to use messenger skype duo kakao etc i speak with customer service at verizon and samsung they confirm this if you like use video call through the standard phone app be aware,samsung,0,0,1
1383,absolutely love this phone i get the galaxy active 2 watch to go with it perfect pair battery last all day screen be beautiful and bright have no issue with activate on att so glad i get this on deal,samsung,1,1,0
1384,big let down when take the phone to verizon for activation and it be not compatible the concept of unlock phone be very mislead upon followup it be reveal that this have happen to many customers,samsung,0,0,1
1385,happy with product will stay with samsung,samsung,1,1,0
1386,i have be use this phone since 6 months and love itgreat camerabatteryand finger print reader,samsung,1,1,0
1387,i get this for about 300 less than the normal one at tmobile,samsung,1,1,0
1388,its a perfect instrumentits like have a computer in the palm of my handsits a fantastic cell phone,samsung,1,1,0
1389,happy with cell phone price and quality,samsung,1,1,0
1390,this phone be not helpful if you have tmobile wont let me on 4g network for some reason never have this problem before not sure why 2g and 3g be even an option with the new phone i absolutely love my note 8 and im sure this phone be amaze if the internet be not a problem,samsung,0,0,1
1391,love love love this phone battery life seem to drain quicker than i expect camera be phenomenal,samsung,1,1,0
